Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	NZ_CP085987.1_3404	357	284	7.1e-05	20.6	3614529	3615599	NZ_CP085987.1	3404	0.2857142857142857	0.3767605633802817	1
AbiEii_0_CAS-III	NZ_CP085987.1_3436	528	284	0.032	11.9	3652644	3654227	NZ_CP085987.1	3436	0.06439393939393939	0.11619718309859155	-1
AbiEii_0_CAS-III	NZ_CP085987.1_349	251	284	5.2e-09	34.2	349363	350115	NZ_CP085987.1	349	0.4581673306772908	0.38380281690140844	1
AbiEii_0_CAS-III	NZ_CP085987.1_3500	636	284	7.4e-08	30.4	3727389	3729296	NZ_CP085987.1	3500	0.4716981132075472	0.6549295774647887	-1
AbiEii_0_CAS-III	NZ_CP085987.1_3636	242	284	0.00025	18.8	3854731	3855456	NZ_CP085987.1	3636	0.5247933884297521	0.45422535211267606	-1
AbiEii_0_CAS-III	NZ_CP085987.1_3642	271	284	0.061	11.0	3859335	3860147	NZ_CP085987.1	3642	0.18081180811808117	0.16901408450704225	1
AbiEii_0_CAS-III	NZ_CP085987.1_3890	401	284	0.00044	18.0	4095968	4097170	NZ_CP085987.1	3890	0.3740648379052369	0.5176056338028169	1
AbiEii_0_CAS-III	NZ_CP085987.1_3939	274	284	6.3e-05	20.8	4147302	4148123	NZ_CP085987.1	3939	0.3795620437956204	0.38380281690140844	1
AbiEii_0_CAS-III	NZ_CP085987.1_400	337	284	0.045	11.4	400663	401673	NZ_CP085987.1	400	0.06528189910979229	0.07746478873239436	1
AbiEii_0_CAS-III	NZ_CP085987.1_402	252	284	1e-05	23.4	402534	403289	NZ_CP085987.1	402	0.3888888888888889	0.31690140845070425	-1
AbiEii_0_CAS-III	NZ_CP085987.1_4153	219	284	2.4e-05	22.2	4374871	4375527	NZ_CP085987.1	4153	0.45662100456621	0.3873239436619718	1
AbiEii_0_CAS-III	NZ_CP085987.1_4284	428	284	1.1e-07	29.8	4510828	4512111	NZ_CP085987.1	4284	0.28738317757009346	0.3908450704225352	-1
AbiEii_0_CAS-III	NZ_CP085987.1_4293	727	284	0.0066	14.2	4521704	4523884	NZ_CP085987.1	4293	0.09491059147180192	0.23943661971830985	-1
AbiEii_0_CAS-III	NZ_CP085987.1_4592	366	284	0.00041	18.1	4848815	4849912	NZ_CP085987.1	4592	0.226775956284153	0.30633802816901406	1
AbiEii_0_CAS-III	NZ_CP085987.1_4680	258	284	7.6e-05	20.5	4940349	4941122	NZ_CP085987.1	4680	0.29457364341085274	0.2640845070422535	1
AbiEii_0_CAS-III	NZ_CP085987.1_4766	548	284	0.0013	16.4	5040848	5042491	NZ_CP085987.1	4766	0.0948905109489051	0.1795774647887324	1
AbiEii_0_CAS-III	NZ_CP085987.1_4776	198	284	0.0045	14.7	5049591	5050184	NZ_CP085987.1	4776	0.42424242424242425	0.28169014084507044	1
AbiEii_0_CAS-III	NZ_CP085987.1_596	269	284	0.0001	20.1	601777	602583	NZ_CP085987.1	596	0.2936802973977695	0.2746478873239437	-1
AbiEii_0_CAS-III	NZ_CP085987.1_61	507	284	0.02	12.5	64146	65666	NZ_CP085987.1	61	0.20315581854043394	0.3626760563380282	1
AbiEii_0_CAS-III	NZ_CP085987.1_656	244	284	0.0011	16.7	664681	665412	NZ_CP085987.1	656	0.3975409836065574	0.352112676056338	-1
AbiEii_0_CAS-III	NZ_CP085987.1_805	383	284	0.0016	16.2	821072	822220	NZ_CP085987.1	805	0.21671018276762402	0.27816901408450706	1
AbiEii_0_CAS-III	NZ_CP085987.1_924	249	284	2.7e-05	22.0	936578	937324	NZ_CP085987.1	924	0.42570281124497994	0.3485915492957746	-1
AbiEii_0_CAS-III	NZ_CP085987.1_952	250	284	0.0079	13.9	969577	970326	NZ_CP085987.1	952	0.212	0.1795774647887324	-1
AbiEii_1_CAS-III-A	NZ_CP085987.1_1035	266	335	0.038	11.2	1048197	1048994	NZ_CP085987.1	1035	0.12030075187969924	0.0955223880597015	-1
AbiEii_1_CAS-III-A	NZ_CP085987.1_1351	243	335	0.016	12.5	1378940	1379668	NZ_CP085987.1	1351	0.3662551440329218	0.26865671641791045	1
AbiEii_1_CAS-III-A	NZ_CP085987.1_1417	241	335	1.5e-05	22.4	1445247	1445969	NZ_CP085987.1	1417	0.3278008298755187	0.24477611940298508	1
AbiEii_1_CAS-III-A	NZ_CP085987.1_1475	259	335	0.023	11.9	1505152	1505928	NZ_CP085987.1	1475	0.13127413127413126	0.09253731343283582	-1
AbiEii_1_CAS-III-A	NZ_CP085987.1_1646	265	335	0.0007	16.9	1690465	1691259	NZ_CP085987.1	1646	0.1660377358490566	0.1253731343283582	1
AbiEii_1_CAS-III-A	NZ_CP085987.1_2117	309	335	0.012	12.8	2179060	2179986	NZ_CP085987.1	2117	0.1262135922330097	0.11641791044776119	-1
AbiEii_1_CAS-III-A	NZ_CP085987.1_230	272	335	0.0017	15.6	248617	249432	NZ_CP085987.1	230	0.35294117647058826	0.3044776119402985	1
AbiEii_1_CAS-III-A	NZ_CP085987.1_2391	364	335	1.6e-05	22.3	2496319	2497410	NZ_CP085987.1	2391	0.260989010989011	0.29253731343283584	1
AbiEii_1_CAS-III-A	NZ_CP085987.1_3078	258	335	0.0063	13.8	3258424	3259197	NZ_CP085987.1	3078	0.28294573643410853	0.2298507462686567	1
AbiEii_1_CAS-III-A	NZ_CP085987.1_3397	256	335	0.0013	16.0	3608959	3609726	NZ_CP085987.1	3397	0.34375	0.2835820895522388	1
AbiEii_1_CAS-III-A	NZ_CP085987.1_349	251	335	4.4e-05	20.9	349363	350115	NZ_CP085987.1	349	0.3187250996015936	0.2507462686567164	1
AbiEii_1_CAS-III-A	NZ_CP085987.1_402	252	335	0.044	11.0	402534	403289	NZ_CP085987.1	402	0.15476190476190477	0.11044776119402985	-1
AbiEii_1_CAS-III-A	NZ_CP085987.1_4284	428	335	1e-05	22.9	4510828	4512111	NZ_CP085987.1	4284	0.5163551401869159	0.6805970149253732	-1
AbiEii_1_CAS-III-A	NZ_CP085987.1_4680	258	335	0.015	12.5	4940349	4941122	NZ_CP085987.1	4680	0.34108527131782945	0.2656716417910448	1
AbiEii_1_CAS-III-A	NZ_CP085987.1_61	507	335	0.028	11.7	64146	65666	NZ_CP085987.1	61	0.0650887573964497	0.09850746268656717	1
AbiEii_1_CAS-III-A	NZ_CP085987.1_656	244	335	0.0028	15.0	664681	665412	NZ_CP085987.1	656	0.39344262295081966	0.28955223880597014	-1
AbiEii_1_CAS-III-A	NZ_CP085987.1_763	296	335	0.06	10.6	781829	782716	NZ_CP085987.1	763	0.20608108108108109	0.1791044776119403	1
AbiEii_2_CAS-III-C	NZ_CP085987.1_1340	553	440	9.3e-06	23.2	1365916	1367574	NZ_CP085987.1	1340	0.15551537070524413	0.20681818181818182	-1
AbiEii_2_CAS-III-C	NZ_CP085987.1_2391	364	440	0.00047	17.6	2496319	2497410	NZ_CP085987.1	2391	0.17857142857142858	0.14545454545454545	1
AbiEii_2_CAS-III-C	NZ_CP085987.1_3096	358	440	2.6e-07	28.4	3277566	3278639	NZ_CP085987.1	3096	0.12290502793296089	0.1	1
AbiEii_2_CAS-III-C	NZ_CP085987.1_3182	397	440	4.1e-05	21.1	3368738	3369928	NZ_CP085987.1	3182	0.345088161209068	0.29772727272727273	-1
Cas10-like_3_IVC	NZ_CP085987.1_3997	198	722	0.031	10.3	4203202	4203795	NZ_CP085987.1	3997	0.35858585858585856	0.0997229916897507	1
Cas10_2_CAS-III	NZ_CP085987.1_757	601	593	0.027	10.8	776946	778748	NZ_CP085987.1	757	0.16306156405990016	0.16526138279932545	1
Cas11b_0_CAS-I-B	NZ_CP085987.1_328	148	170	0.11	10.5	328972	329415	NZ_CP085987.1	328	0.5337837837837838	0.4	-1
Cas11b_1_CAS-I-B	NZ_CP085987.1_118	241	162	0.016	13.2	125371	126093	NZ_CP085987.1	118	0.2074688796680498	0.30864197530864196	-1
Cas12a_0_VA	NZ_CP085987.1_3065	288	1288	0.0097	11.7	3243554	3244417	NZ_CP085987.1	3065	0.2847222222222222	0.06288819875776397	1
Cas12f1_0_CAS-V-F	NZ_CP085987.1_4433	377	512	0.015	12.2	4653124	4654254	NZ_CP085987.1	4433	0.38461538461538464	0.298828125	-1
Cas12f1_1_CAS-V-F	NZ_CP085987.1_4433	377	557	1.4e-07	28.7	4653124	4654254	NZ_CP085987.1	4433	0.5623342175066313	0.4129263913824057	-1
Cas12f1_2_CAS-V-F	NZ_CP085987.1_4433	377	429	1.1e-14	52.4	4653124	4654254	NZ_CP085987.1	4433	0.40318302387267907	0.35664335664335667	-1
Cas12f2_0_CAS-V-F	NZ_CP085987.1_4433	377	517	4.4e-43	145.7	4653124	4654254	NZ_CP085987.1	4433	0.8169761273209549	0.620889748549323	-1
Cas12f2_1_CAS-V-F	NZ_CP085987.1_4433	377	422	1.1e-76	256.7	4653124	4654254	NZ_CP085987.1	4433	0.9522546419098143	0.957345971563981	-1
Cas12f2_2_CAS-V-F	NZ_CP085987.1_4433	377	493	8.3e-59	197.6	4653124	4654254	NZ_CP085987.1	4433	0.8381962864721485	0.7058823529411765	-1
Cas12f3_0_CAS-V-F	NZ_CP085987.1_4433	377	496	7.9e-35	118.8	4653124	4654254	NZ_CP085987.1	4433	0.9310344827586207	0.7459677419354839	-1
Cas12f7_0_CAS-V-F	NZ_CP085987.1_4433	377	566	6.8e-08	29.8	4653124	4654254	NZ_CP085987.1	4433	0.5517241379310345	0.3869257950530035	-1
Cas12j_0_V-J	NZ_CP085987.1_4517	74	758	0.06	9.3	4751173	4751394	NZ_CP085987.1	4517	0.33783783783783783	0.03562005277044855	1
Cas12m_0_V-M	NZ_CP085987.1_2909	344	577	0.019	11.5	3070075	3071106	NZ_CP085987.1	2909	0.19767441860465115	0.11611785095320624	1
Cas12m_0_V-M	NZ_CP085987.1_4433	377	577	0.0023	14.5	4653124	4654254	NZ_CP085987.1	4433	0.3183023872679045	0.2270363951473137	-1
Cas13a_0_CAS-VI-A	NZ_CP085987.1_2288	105	165	0.034	12.5	2384478	2384792	NZ_CP085987.1	2288	0.41904761904761906	0.2787878787878788	1
Cas13a_0_VIA	NZ_CP085987.1_2288	105	167	0.014	13.9	2384478	2384792	NZ_CP085987.1	2288	0.3238095238095238	0.19760479041916168	1
Cas1_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4016	307	317	7.3e-18	62.8	4218923	4219843	NZ_CP085987.1	4016	0.7947882736156352	0.7665615141955836	-1
Cas1_0_I-II-III	NZ_CP085987.1_4016	307	327	4.1e-54	181.9	4218923	4219843	NZ_CP085987.1	4016	0.7166123778501629	0.6788990825688074	-1
Cas1_0_I-II-III-V	NZ_CP085987.1_4016	307	315	4.5e-11	40.3	4218923	4219843	NZ_CP085987.1	4016	0.5928338762214984	0.580952380952381	-1
Cas1_0_IA	NZ_CP085987.1_4016	307	347	3.6e-05	20.9	4218923	4219843	NZ_CP085987.1	4016	0.5700325732899023	0.5072046109510087	-1
Cas1_0_IC	NZ_CP085987.1_4016	307	340	0.00024	18.5	4218923	4219843	NZ_CP085987.1	4016	0.41042345276872966	0.3735294117647059	-1
Cas1_0_IE	NZ_CP085987.1_4016	307	269	9.3e-115	380.5	4218923	4219843	NZ_CP085987.1	4016	0.8631921824104235	0.9888475836431226	-1
Cas1_0_IF	NZ_CP085987.1_4016	307	307	2.5e-15	54.7	4218923	4219843	NZ_CP085987.1	4016	0.6840390879478827	0.6807817589576547	-1
Cas1_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4016	307	261	3.8e-53	178.5	4218923	4219843	NZ_CP085987.1	4016	0.745928338762215	0.9961685823754789	-1
Cas1_2_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4016	307	306	3.7e-15	54.1	4218923	4219843	NZ_CP085987.1	4016	0.6905537459283387	0.6895424836601307	-1
Cas1_3_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4016	307	262	6e-113	374.5	4218923	4219843	NZ_CP085987.1	4016	0.8501628664495114	0.9961832061068703	-1
Cas1_5_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4016	307	338	0.00039	17.8	4218923	4219843	NZ_CP085987.1	4016	0.41042345276872966	0.3757396449704142	-1
Cas1_6_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4016	307	320	9.5e-07	26.4	4218923	4219843	NZ_CP085987.1	4016	0.5960912052117264	0.571875	-1
Cas1_7_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4016	307	328	2.1999999999999998e-69	232.1	4218923	4219843	NZ_CP085987.1	4016	0.9543973941368078	0.9786585365853658	-1
Cas1_8_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4016	307	283	7.7e-16	56.2	4218923	4219843	NZ_CP085987.1	4016	0.6319218241042345	0.6890459363957597	-1
Cas2_0_IE	NZ_CP085987.1_3807	211	87	0.01	14.1	4022705	4023337	NZ_CP085987.1	3807	0.27488151658767773	0.40229885057471265	1
Cas2_0_IE	NZ_CP085987.1_4015	98	87	3.4e-39	131.0	4218630	4218923	NZ_CP085987.1	4015	0.8775510204081632	1.0	-1
Cas2_10_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4015	98	86	1.9000000000000002e-36	122.1	4218630	4218923	NZ_CP085987.1	4015	0.8775510204081632	1.0	-1
Cas2_11_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4748	357	71	0.0067	14.8	5014653	5015723	NZ_CP085987.1	4748	0.12885154061624648	0.6338028169014085	1
Cas2_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3807	211	93	0.0096	14.2	4022705	4023337	NZ_CP085987.1	3807	0.2843601895734597	0.3978494623655914	1
Cas2_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4015	98	93	4.2e-40	133.9	4218630	4218923	NZ_CP085987.1	4015	0.9285714285714286	1.0	-1
Cas2_3_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4015	98	62	1.5999999999999999e-29	99.9	4218630	4218923	NZ_CP085987.1	4015	0.6326530612244898	1.0	-1
Cas2_7_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3024	420	94	0.024	13.2	3193178	3194437	NZ_CP085987.1	3024	0.14761904761904762	0.3829787234042553	-1
Cas3-Cas2_0_CAS-I-F	NZ_CP085987.1_4023	732	1106	0.0068	12.3	4224893	4227088	NZ_CP085987.1	4023	0.23770491803278687	0.16003616636528029	-1
Cas3-Cas2_0_IF	NZ_CP085987.1_4023	732	1110	0.0051	12.7	4224893	4227088	NZ_CP085987.1	4023	0.23770491803278687	0.15945945945945947	-1
Cas3HD_0_CAS-I	NZ_CP085987.1_3788	414	203	0.014	13.4	4000608	4001849	NZ_CP085987.1	3788	0.21014492753623187	0.4187192118226601	-1
Cas3HD_0_CAS-I	NZ_CP085987.1_4023	732	203	5.799999999999999e-31	106.0	4224893	4227088	NZ_CP085987.1	4023	0.28415300546448086	0.9950738916256158	-1
Cas3HD_0_CAS-I	NZ_CP085987.1_4699	200	203	0.0063	14.5	4959351	4959950	NZ_CP085987.1	4699	0.325	0.33004926108374383	-1
Cas3HD_2_CAS-I	NZ_CP085987.1_2696	563	231	0.052	11.2	2811033	2812721	NZ_CP085987.1	2696	0.12788632326820604	0.3116883116883117	-1
Cas3_0_CAS-I	NZ_CP085987.1_1074	1149	353	6.2e-12	43.4	1089180	1092626	NZ_CP085987.1	1074	0.2175805047867711	0.7337110481586402	1
Cas3_0_CAS-I	NZ_CP085987.1_1423	715	353	0.056	10.6	1451409	1453553	NZ_CP085987.1	1423	0.05174825174825175	0.10764872521246459	-1
Cas3_0_CAS-I	NZ_CP085987.1_1424	455	353	4.4e-06	24.1	1453761	1455125	NZ_CP085987.1	1424	0.4703296703296703	0.6005665722379604	-1
Cas3_0_CAS-I	NZ_CP085987.1_2100	825	353	9.4e-05	19.8	2161385	2163859	NZ_CP085987.1	2100	0.1709090909090909	0.3937677053824363	-1
Cas3_0_CAS-I	NZ_CP085987.1_2192	969	353	0.0037	14.5	2269260	2272166	NZ_CP085987.1	2192	0.18059855521155832	0.49008498583569404	1
Cas3_0_CAS-I	NZ_CP085987.1_27	587	353	0.063	10.5	24321	26081	NZ_CP085987.1	27	0.2879045996592845	0.34560906515580736	-1
Cas3_0_CAS-I	NZ_CP085987.1_3026	422	353	1.2e-06	26.0	3195329	3196594	NZ_CP085987.1	3026	0.3957345971563981	0.48725212464589235	1
Cas3_0_CAS-I	NZ_CP085987.1_3190	694	353	2e-12	45.0	3380975	3383056	NZ_CP085987.1	3190	0.4020172910662824	0.7705382436260623	-1
Cas3_0_CAS-I	NZ_CP085987.1_3674	630	353	1.1e-06	26.1	3891020	3892909	NZ_CP085987.1	3674	0.3968253968253968	0.7138810198300283	1
Cas3_0_CAS-I	NZ_CP085987.1_4023	732	353	8.6e-63	210.7	4224893	4227088	NZ_CP085987.1	4023	0.587431693989071	0.9943342776203966	-1
Cas3_0_CAS-I	NZ_CP085987.1_4386	445	353	1.2e-10	39.2	4617359	4618693	NZ_CP085987.1	4386	0.6764044943820224	0.8951841359773371	-1
Cas3_0_CAS-I	NZ_CP085987.1_636	458	353	7.2e-13	46.5	641082	642455	NZ_CP085987.1	636	0.5524017467248908	0.7195467422096318	1
Cas3_0_CAS-I-D	NZ_CP085987.1_3190	694	626	0.014	11.7	3380975	3383056	NZ_CP085987.1	3190	0.12247838616714697	0.13738019169329074	-1
Cas3_0_CAS-I-D	NZ_CP085987.1_4023	732	626	1.8e-05	21.2	4224893	4227088	NZ_CP085987.1	4023	0.34289617486338797	0.3993610223642173	-1
Cas3_0_CAS-I-D	NZ_CP085987.1_4386	445	626	1.5e-05	21.5	4617359	4618693	NZ_CP085987.1	4386	0.5887640449438202	0.41054313099041534	-1
Cas3_0_CAS-I-D	NZ_CP085987.1_474	637	626	2.9e-07	27.2	470310	472220	NZ_CP085987.1	474	0.10047095761381476	0.09904153354632587	1
Cas3_0_CAS-I-D	NZ_CP085987.1_636	458	626	0.0087	12.4	641082	642455	NZ_CP085987.1	636	0.3864628820960699	0.2779552715654952	1
Cas3_0_CAS-I-U	NZ_CP085987.1_2192	969	843	0.0017	14.4	2269260	2272166	NZ_CP085987.1	2192	0.0629514963880289	0.06880189798339265	1
Cas3_0_CAS-I-U	NZ_CP085987.1_27	587	843	0.00021	17.4	24321	26081	NZ_CP085987.1	27	0.15843270868824533	0.1103202846975089	-1
Cas3_0_CAS-I-U	NZ_CP085987.1_4023	732	843	8.1e-11	38.6	4224893	4227088	NZ_CP085987.1	4023	0.3155737704918033	0.2669039145907473	-1
Cas3_0_I	NZ_CP085987.1_1074	1149	358	7.5e-11	39.8	1089180	1092626	NZ_CP085987.1	1074	0.2288946910356832	0.7541899441340782	1
Cas3_0_I	NZ_CP085987.1_1424	455	358	7.5e-06	23.3	1453761	1455125	NZ_CP085987.1	1424	0.421978021978022	0.5558659217877095	-1
Cas3_0_I	NZ_CP085987.1_2100	825	358	0.00015	19.1	2161385	2163859	NZ_CP085987.1	2100	0.1684848484848485	0.3854748603351955	-1
Cas3_0_I	NZ_CP085987.1_2192	969	358	0.017	12.3	2269260	2272166	NZ_CP085987.1	2192	0.07327141382868937	0.19273743016759776	1
Cas3_0_I	NZ_CP085987.1_3026	422	358	4.6e-07	27.3	3195329	3196594	NZ_CP085987.1	3026	0.514218009478673	0.6061452513966481	1
Cas3_0_I	NZ_CP085987.1_3190	694	358	2.5e-11	41.4	3380975	3383056	NZ_CP085987.1	3190	0.42219020172910665	0.8491620111731844	-1
Cas3_0_I	NZ_CP085987.1_3674	630	358	1.6e-05	22.3	3891020	3892909	NZ_CP085987.1	3674	0.3825396825396825	0.6843575418994413	1
Cas3_0_I	NZ_CP085987.1_4023	732	358	5.9e-63	211.2	4224893	4227088	NZ_CP085987.1	4023	0.587431693989071	0.994413407821229	-1
Cas3_0_I	NZ_CP085987.1_4386	445	358	1.6e-10	38.8	4617359	4618693	NZ_CP085987.1	4386	0.6741573033707865	0.8910614525139665	-1
Cas3_0_I	NZ_CP085987.1_636	458	358	6.9e-13	46.5	641082	642455	NZ_CP085987.1	636	0.4388646288209607	0.5754189944134078	1
Cas3_0_ID	NZ_CP085987.1_3674	630	357	0.0074	13.5	3891020	3892909	NZ_CP085987.1	3674	0.2650793650793651	0.42857142857142855	1
Cas3_0_ID	NZ_CP085987.1_4023	732	357	0.042	11.0	4224893	4227088	NZ_CP085987.1	4023	0.08333333333333333	0.17086834733893558	-1
Cas3_0_ID	NZ_CP085987.1_4386	445	357	5.8e-05	20.4	4617359	4618693	NZ_CP085987.1	4386	0.5146067415730337	0.5546218487394958	-1
Cas3_0_IU	NZ_CP085987.1_2192	969	864	7.1e-05	19.0	2269260	2272166	NZ_CP085987.1	2192	0.09184726522187822	0.09490740740740741	1
Cas3_0_IU	NZ_CP085987.1_4023	732	864	2.6e-10	37.0	4224893	4227088	NZ_CP085987.1	4023	0.3114754098360656	0.2650462962962963	-1
Cas3_1_CAS-I	NZ_CP085987.1_1074	1149	745	0.014	11.8	1089180	1092626	NZ_CP085987.1	1074	0.13054830287206268	0.2080536912751678	1
